,Air temperature [K],Process temperature [K],Rotational speed [rpm],Torque [Nm],Tool wear [min],Machine failure,TWF,HDF,PWF,OSF,RNF,Answers
4047,301.9,311.0,1455,46.0,29,0,0,0,0,0,0,1
4041,302.0,310.9,1539,34.2,13,0,0,0,0,0,0,1
8436,298.7,309.9,1371,51.3,201,0,0,0,0,0,0,1
4985,303.8,313.0,1789,23.5,215,0,0,0,0,0,0,2
4297,301.8,310.2,1609,34.2,217,0,0,0,0,0,0,2
7509,300.6,311.9,1372,60.1,212,1,0,0,0,1,0,1
6627,301.7,310.6,1876,22.1,99,0,0,0,0,0,0,2
2786,300.2,309.5,1630,28.3,51,0,0,0,0,0,0,2
5674,302.2,311.7,1393,42.5,53,0,0,0,0,0,0,2
9634,299.1,310.2,1425,52.7,154,0,0,0,0,0,0,1
6472,300.4,309.6,1571,33.6,126,0,0,0,0,0,0,3
3294,301.1,310.2,1657,34.1,52,0,0,0,0,0,0,1
9334,298.4,308.9,1402,44.8,201,0,0,0,0,0,0,1
1065,296.8,307.9,1718,25.2,148,0,0,0,0,0,0,1
9711,299.1,310.1,1429,42.9,96,0,0,0,0,0,0,3
1387,298.9,310.1,1823,26.1,131,0,0,0,0,0,0,1
7288,300.2,310.6,1983,20.8,83,0,0,0,0,0,0,2
3688,302.0,311.2,1420,45.8,192,0,0,0,0,0,0,1
7284,300.1,310.3,1345,57.1,71,0,0,0,0,0,0,2
8397,298.5,309.6,1724,26.4,100,0,0,0,0,0,0,1
7822,299.9,311.3,1413,41.8,153,0,0,0,0,0,0,3
8322,298.7,309.6,1364,44.9,106,0,0,0,0,0,0,1
9170,297.7,308.7,1474,46.8,188,0,0,0,0,0,0,1
8190,299.7,310.9,1620,37.2,203,0,0,0,0,0,0,2
4222,302.0,310.6,1535,38.6,34,0,0,0,0,0,0,2
1334,299.0,310.4,1365,49.1,226,1,0,0,0,1,0,1
9655,299.1,310.0,1431,49.5,205,0,0,0,0,0,0,3
1016,296.3,307.2,1319,68.3,24,1,0,0,1,0,0,2
6051,300.9,311.0,1382,51.2,136,0,0,0,0,0,0,1
5088,304.0,313.1,1465,41.0,69,0,0,0,0,0,0,1
439,297.4,308.3,1535,34.6,51,0,0,0,0,0,0,2
4103,302.0,310.4,1448,43.4,167,0,0,0,0,0,0,1
9686,299.1,310.1,1486,40.7,39,0,0,0,0,0,0,1
1475,298.4,309.5,1519,35.4,133,0,0,0,0,0,0,2
1621,297.7,307.6,1844,21.9,61,0,0,0,0,0,0,1
7425,300.0,311.4,1791,24.1,213,0,0,0,0,0,0,2
740,296.9,308.4,1450,46.9,186,0,0,0,0,0,0,2
2021,298.7,308.5,1480,42.2,58,0,0,0,0,0,0,1
4940,303.6,312.6,1502,39.5,103,0,0,0,0,0,0,1
9148,297.6,308.6,1393,40.4,127,0,0,0,0,0,0,1
9638,299.3,310.4,1393,44.9,162,0,0,0,0,0,0,3
4620,303.1,311.3,1336,52.6,172,1,0,1,0,0,0,1
4590,302.8,311.1,1456,36.1,89,0,0,0,0,0,0,1
6059,300.9,311.0,2235,15.8,156,0,0,0,0,0,0,1
93,299.1,309.0,1450,43.0,40,0,0,0,0,0,0,1
2715,299.5,309.0,1701,28.6,98,0,0,0,0,0,0,2
3486,301.9,310.8,1650,29.8,94,0,0,0,0,0,0,1
2808,299.9,309.3,1471,41.8,109,0,0,0,0,0,0,1
2764,299.9,309.3,1389,52.8,0,0,0,0,0,0,0,2
936,295.6,306.1,1418,46.2,24,0,0,0,0,0,0,2
4992,303.8,312.9,1573,34.6,14,0,0,0,0,0,0,1
2811,299.9,309.2,1761,25.6,115,0,0,0,0,0,0,1
9453,298.2,309.0,1360,56.8,107,0,0,0,0,0,0,3
954,295.6,306.2,1414,42.5,69,0,0,0,0,0,0,3
4938,303.5,312.4,1606,30.1,98,0,0,0,0,0,0,2
9075,297.3,308.1,1506,36.0,150,0,0,0,0,0,0,1
1586,298.3,308.4,1486,44.2,196,0,0,0,0,0,0,2
4707,303.5,311.8,1944,23.5,159,0,0,0,0,0,0,1
6170,300.8,310.5,1559,40.1,220,0,0,0,0,0,0,3
6119,300.9,311.1,1471,39.3,91,0,0,0,0,0,0,1
1628,297.9,307.8,1451,38.2,80,0,0,0,0,0,0,1
8949,297.4,308.3,1284,60.3,50,0,0,0,0,0,0,1
3936,302.5,311.5,1985,18.8,190,0,0,0,0,0,0,1
4079,302.0,310.5,1978,22.0,106,0,0,0,0,0,0,1
7909,300.7,312.2,1590,38.5,148,0,0,0,0,0,0,1
991,296.1,307.0,1523,42.0,164,0,0,0,0,0,0,2
7983,301.0,312.2,1601,33.0,109,0,0,0,0,0,0,1
5877,301.5,311.1,1458,41.4,123,0,0,0,0,0,0,1
7204,299.8,309.6,1526,41.7,85,0,0,0,0,0,0,1
1810,298.1,307.6,1364,53.8,129,0,0,0,0,0,0,1
1098,296.9,307.4,1521,37.9,27,0,0,0,0,0,0,2
2153,299.3,308.8,1397,45.4,191,0,0,0,0,0,0,3
6489,300.7,309.8,1490,38.8,173,0,0,0,0,0,0,2
6673,301.6,310.7,1380,51.8,216,1,0,0,0,1,0,1
432,297.6,308.5,1466,39.7,34,0,0,0,0,0,0,2
8663,297.5,308.6,1671,29.4,136,0,0,0,0,0,0,1
3260,301.3,310.0,2068,17.8,176,0,0,0,0,0,0,2
3409,301.2,310.4,1697,30.0,120,0,0,0,0,0,0,2
9534,299.3,310.6,1443,45.7,97,0,0,0,0,0,0,1
5223,303.9,313.2,1350,47.2,2,0,0,0,0,0,0,2
69,298.9,309.0,1410,65.7,191,1,0,0,1,1,0,1
5765,301.7,311.3,1708,30.5,77,0,0,0,0,0,0,1
6851,301.0,311.2,1394,41.3,16,0,0,0,0,0,0,2
1400,298.9,310.1,1366,62.7,161,0,0,0,0,0,0,3
271,298.1,308.1,1452,40.8,56,0,0,0,0,0,0,2
5671,302.2,311.6,1534,37.2,41,0,0,0,0,0,0,3
3471,301.8,310.7,1441,49.3,58,0,0,0,0,0,0,1
3148,300.4,309.8,1448,39.7,107,0,0,0,0,0,0,3
4665,303.4,311.4,1307,54.0,44,1,0,1,0,0,0,2
5074,304.1,313.1,1666,34.6,33,0,0,0,0,0,0,1
5725,302.3,311.8,1557,34.1,185,0,0,0,0,0,0,2
4853,303.7,312.2,1487,34.0,94,0,0,0,0,0,0,1
2600,299.3,309.0,1422,47.3,25,0,0,0,0,0,0,1
4497,302.5,310.3,1523,36.0,72,0,0,0,0,0,0,1
3599,301.7,310.5,1388,50.5,176,0,0,0,0,0,0,3
7083,300.7,310.4,1416,61.8,209,1,0,0,1,1,0,1
4822,303.5,311.9,1565,38.9,12,0,0,0,0,0,0,1
988,296.3,307.1,1774,25.9,154,0,0,0,0,0,0,3
7318,299.9,310.3,1535,43.9,154,0,0,0,0,0,0,3
8009,300.9,312.0,2129,17.8,173,0,0,0,0,0,0,3
1947,298.2,308.1,1462,49.9,69,0,0,0,0,0,0,1
1157,297.0,307.8,1583,37.2,189,0,0,0,0,0,0,1
1375,298.8,310.3,1528,37.1,99,0,0,0,0,0,0,2
7489,300.2,311.6,1751,28.0,162,0,0,0,0,0,0,2
1242,297.1,308.4,1468,44.4,197,0,0,0,0,0,0,1
5654,302.3,311.6,1544,34.3,0,0,0,0,0,0,0,1
9255,298.2,309.0,1651,31.5,197,0,0,0,0,0,0,1
7545,300.2,311.4,1891,22.6,86,0,0,0,0,0,0,1
4054,301.9,310.9,1456,43.6,45,0,0,0,0,0,0,2
852,296.3,307.3,1368,49.5,10,0,0,0,0,0,0,2
5899,300.9,310.6,1686,27.7,176,0,0,0,0,0,0,3
8785,297.5,308.6,1694,27.1,36,0,0,0,0,0,0,1
5094,304.1,313.5,1470,45.8,85,0,0,0,0,0,0,2
1716,298.1,307.7,1523,37.7,80,0,0,0,0,0,0,1
650,297.6,309.2,1611,33.1,155,0,0,0,0,0,0,1
3692,302.1,311.3,1758,24.4,200,0,0,0,0,0,0,1
3146,300.5,309.9,1780,26.5,101,0,0,0,0,0,0,2
9020,297.3,308.2,1553,33.5,2,0,0,0,0,0,0,1
7481,300.2,311.4,1506,36.1,141,0,0,0,0,0,0,3
5390,302.8,312.3,1483,47.2,223,0,0,0,0,0,0,3
4357,302.0,309.9,1407,52.8,154,0,0,0,0,0,0,1
4659,303.1,311.2,1489,44.5,27,0,0,0,0,0,0,2
6967,300.8,311.2,1365,51.7,111,0,0,0,0,0,0,2
7836,300.1,311.4,1604,35.0,191,0,0,0,0,0,0,1
7770,300.3,311.5,1548,32.2,25,0,0,0,0,0,0,1
9450,298.0,308.7,1494,42.6,96,0,0,0,0,0,0,2
6414,300.4,310.1,1457,35.1,193,0,0,0,0,0,0,2
2828,300.4,309.4,1875,23.9,155,0,0,0,0,0,0,2
4268,302.7,311.0,1694,29.8,150,0,0,0,0,0,0,1
4340,301.7,309.9,1533,40.9,106,0,0,0,0,0,0,2
3649,302.2,311.5,1481,40.4,93,0,0,0,0,0,0,1
16,298.6,309.2,1311,46.6,44,0,0,0,0,0,0,2
3523,301.8,310.9,1521,39.3,197,0,0,0,0,0,0,1
7733,300.6,312.0,1481,40.9,132,0,0,0,0,0,0,1
6042,300.8,311.0,1580,36.6,109,0,0,0,0,0,0,2
312,297.9,308.6,1468,36.0,168,0,0,0,0,0,0,1
19,298.9,309.3,1632,32.5,55,0,0,0,0,0,0,2
8349,298.7,309.5,1487,33.6,183,0,0,0,0,0,0,2
4377,301.8,309.6,1436,49.0,214,0,0,0,0,0,0,2
4461,302.7,310.5,1642,30.8,195,0,0,0,0,0,0,1
7015,300.5,310.5,1452,42.9,29,0,0,0,0,0,0,1
1348,298.7,310.2,1363,45.5,28,0,0,0,0,0,0,1
9920,298.5,308.7,1450,43.9,28,0,0,0,0,0,0,3
6585,301.5,310.5,1600,32.8,205,0,0,0,0,0,0,2
8997,297.1,307.9,1609,38.9,166,0,0,0,0,0,0,2
4609,303.0,311.2,1456,44.0,142,0,0,0,0,0,0,1
7310,300.0,310.5,1606,33.5,135,0,0,0,0,0,0,1
7134,300.5,310.0,1406,50.2,119,0,0,0,0,0,0,2
4316,301.5,310.1,1639,33.4,47,0,0,0,0,0,0,1
7240,299.9,310.1,1362,56.3,179,0,0,0,0,0,0,2
3426,301.5,310.5,1380,48.7,160,0,0,0,0,0,0,1
173,298.2,308.0,1591,33.7,32,0,0,0,0,0,0,2
8438,298.6,309.8,1469,42.8,205,0,0,0,0,0,0,1
7486,300.3,311.7,1635,31.8,156,0,0,0,0,0,0,1
7818,299.8,311.2,2142,16.6,144,0,0,0,0,0,0,1
2141,299.3,308.9,1577,34.9,160,0,0,0,0,0,0,2
9692,299.0,310.0,1667,30.0,53,0,0,0,0,0,0,2
2814,300.0,309.3,1395,56.5,122,0,0,0,0,0,0,1
7707,300.5,311.4,1679,27.5,59,0,0,0,0,0,0,3
6710,301.5,310.7,1323,49.7,79,0,0,0,0,0,0,1
1553,298.5,308.8,1332,59.1,115,0,0,0,0,0,0,1
9265,298.3,308.9,1390,49.7,23,0,0,0,0,0,0,2
646,297.7,309.4,1461,43.7,142,0,0,0,0,0,0,2
3295,301.1,310.2,1496,43.4,54,0,0,0,0,0,0,1
6199,300.9,310.9,1497,43.2,62,0,0,0,0,0,0,1
951,295.6,306.3,1509,35.8,60,0,0,0,0,0,0,3
6619,301.7,310.7,1627,31.3,78,0,0,0,0,0,0,2
3379,301.4,310.7,1459,37.7,40,0,0,0,0,0,0,2
3385,301.5,310.7,1466,43.6,56,0,0,0,0,0,0,1
5944,300.7,310.6,1484,38.0,84,0,0,0,0,0,0,2
438,297.4,308.4,1341,52.2,49,0,0,0,0,0,0,1
8907,297.2,308.6,1404,43.7,160,0,0,0,0,0,0,2
333,297.5,308.2,1647,31.3,3,0,0,0,0,0,0,1
2875,300.5,309.4,1877,23.8,31,0,0,0,0,0,0,2
1259,297.5,308.9,1280,48.5,19,0,0,0,0,0,0,2
571,297.8,309.8,1676,29.0,178,0,0,0,0,0,0,2
8869,297.9,309.0,1528,37.5,54,0,0,0,0,0,0,1
1730,298.3,307.8,1330,55.4,114,0,0,0,0,0,0,2
6558,301.5,310.6,1447,41.9,140,0,0,0,0,0,0,2
315,297.9,308.4,1646,40.6,175,0,0,0,0,0,0,1
9375,297.7,308.4,1288,49.5,91,0,0,0,0,0,0,3
9932,298.3,308.2,1663,28.4,67,0,0,0,0,0,0,1
5412,302.9,312.6,1328,59.9,24,0,0,0,0,0,0,1
4301,301.7,310.2,1471,51.1,8,0,0,0,0,0,0,1
2740,299.6,309.0,1525,42.8,160,0,0,0,0,0,0,1
1039,296.7,307.7,1524,36.8,82,0,0,0,0,0,0,1
9050,297.4,308.5,1566,31.4,76,0,0,0,0,0,0,2
5327,303.5,312.7,2116,16.7,45,0,0,0,0,0,0,2
4169,302.1,310.5,1559,36.0,124,0,0,0,0,0,0,1
6403,300.1,309.6,1649,33.6,168,0,0,0,0,0,0,1
7086,300.6,310.4,2514,13.4,215,0,0,0,0,0,0,1
6495,300.6,309.8,1694,31.1,187,0,0,0,0,0,0,2
6176,301.0,310.9,1515,37.3,6,0,0,0,0,0,0,1
2442,299.1,308.4,1332,51.7,71,0,0,0,0,0,0,2
2981,300.4,309.4,1530,40.4,112,0,0,0,0,0,0,3
6076,301.0,310.9,1492,36.7,199,0,0,0,0,0,0,1
7691,300.5,311.5,1370,56.1,7,0,0,0,0,0,0,2
7261,300.4,310.5,1818,25.1,14,0,0,0,0,0,0,1
9258,298.3,309.0,1379,43.2,0,0,0,0,0,0,0,3
3740,302.3,311.2,1401,49.7,118,0,0,0,0,0,0,1
3776,302.5,311.1,1538,36.8,208,0,0,0,0,0,0,1
8452,298.6,310.0,1512,37.5,27,0,0,0,0,0,0,2
6882,300.9,311.4,2073,21.4,105,0,0,0,0,0,0,1
9115,297.6,308.6,1444,48.2,46,0,0,0,0,0,0,2
3358,301.5,310.6,1522,36.6,202,0,0,0,0,0,0,1
4642,303.2,311.4,1238,54.6,226,1,0,1,0,1,0,1
4174,302.3,310.7,1499,37.8,137,0,0,0,0,0,0,1
1751,298.3,307.6,1942,20.6,176,0,0,0,0,0,0,1
7626,300.5,311.6,1351,53.5,78,0,0,0,0,0,0,3
6233,301.2,310.9,1467,37.1,153,0,0,0,0,0,0,1
6988,300.7,311.1,1478,46.8,165,0,0,0,0,0,0,1
8142,299.7,311.0,1448,49.8,80,0,0,0,0,0,0,2
6408,300.3,309.9,1601,31.7,180,0,0,0,0,0,0,1
2186,299.7,309.4,1445,42.9,55,0,0,0,0,0,0,1
4384,301.8,309.6,1443,42.7,231,0,0,0,0,0,0,1
9478,298.8,309.6,1890,24.0,173,0,0,0,0,0,0,1
844,296.5,307.5,1566,35.1,206,0,0,0,0,0,0,1
1017,296.3,307.2,1637,31.6,27,0,0,0,0,0,0,1
5007,303.8,312.9,1442,48.3,52,0,0,0,0,0,0,1
6638,301.5,310.5,1453,44.2,129,0,0,0,0,0,0,1
2459,299.0,308.6,1297,54.2,110,0,0,0,0,0,0,1
1194,297.0,308.1,1507,43.1,51,0,0,0,0,0,0,2
8706,297.2,308.6,1335,53.0,39,0,0,0,0,0,0,1
7934,300.8,311.9,1621,28.3,211,0,0,0,0,0,0,2
3088,300.0,309.1,1624,30.8,155,0,0,0,0,0,0,2
433,297.6,308.5,1848,23.7,37,0,0,0,0,0,0,2
3216,300.5,309.5,1653,27.6,62,0,0,0,0,0,0,1
2544,299.2,309.0,1951,21.4,102,0,0,0,0,0,0,1
4247,302.6,311.0,1369,60.0,93,1,0,1,0,0,0,1
4723,303.4,311.8,1366,50.9,200,1,0,1,0,0,0,1
867,295.9,306.5,1594,33.2,55,0,0,0,0,0,0,3
2515,298.8,308.5,1490,35.0,29,0,0,0,0,0,0,1
7550,300.3,311.4,1554,34.3,99,0,0,0,0,0,0,2
6778,301.3,310.7,1819,25.5,46,0,0,0,0,0,0,2
166,298.4,308.2,1612,32.6,10,0,0,0,0,0,0,3
6567,301.3,310.6,1499,36.1,163,0,0,0,0,0,0,2
2991,300.5,309.7,1341,50.9,137,0,0,0,0,0,0,2
7500,300.2,311.8,1410,51.4,189,0,0,0,0,0,0,1
2505,299.2,309.1,1387,48.7,4,0,0,0,0,0,0,1
7911,300.7,312.1,1512,36.9,153,0,0,0,0,0,0,1
3187,300.2,309.4,1752,27.8,208,0,0,0,0,0,0,2
3407,301.2,310.4,1381,49.8,115,0,0,0,0,0,0,1
313,298.0,308.6,1313,50.8,170,0,0,0,0,0,0,1
2263,299.2,308.4,1529,43.0,50,0,0,0,0,0,0,2
2119,299.3,308.9,1858,24.7,101,0,0,0,0,0,0,2
5815,301.2,311.0,1670,33.0,200,0,0,0,0,0,0,1
6275,301.3,310.8,1628,32.2,43,0,0,0,0,0,0,1
9925,298.5,308.7,1367,47.3,47,0,0,0,0,0,0,2
1308,298.9,310.1,1750,25.0,156,0,0,0,0,0,0,1
4732,303.3,311.7,1539,38.5,221,0,0,0,0,0,0,1
8147,299.5,310.8,1447,41.0,93,0,0,0,0,0,0,1
1431,298.9,309.9,1404,41.4,20,0,0,0,0,0,0,2
7807,300.0,311.5,1451,49.0,115,0,0,0,0,0,0,2
8212,299.2,310.5,1329,48.9,30,0,0,0,0,0,0,3
8382,298.9,310.0,1719,27.3,58,0,0,0,0,0,0,1
3084,300.1,309.4,1329,55.2,143,0,0,0,0,0,0,3
1043,296.5,307.6,1431,45.2,90,0,0,0,0,0,0,1
4675,303.5,311.5,1629,33.5,73,0,0,0,0,0,0,3
3298,301.2,310.3,1499,38.1,61,0,0,0,0,0,0,1
8538,298.5,309.4,1548,37.7,43,0,0,0,0,0,0,1
9867,299.0,309.9,1411,44.7,94,0,0,0,0,0,0,1
6143,301.0,310.9,1575,34.6,150,0,0,0,0,0,0,2
7179,300.2,310.1,1523,42.3,25,0,0,0,0,0,0,1
2267,299.2,308.5,1370,52.4,61,0,0,0,0,0,0,1
1011,296.2,307.3,1451,42.8,11,0,0,0,0,0,0,2
2737,299.7,309.1,1508,41.2,152,0,0,0,0,0,0,2
5836,301.2,311.1,1550,39.7,20,0,0,0,0,0,0,1
966,295.8,306.5,1641,32.2,101,0,0,0,0,0,0,2
752,296.9,308.1,1422,48.7,215,0,0,0,0,0,0,1
9284,298.2,308.9,1683,31.7,74,0,0,0,0,0,0,1
2192,299.6,309.0,1472,48.8,72,0,0,0,0,0,0,1
4621,303.0,311.2,1341,51.0,174,1,0,1,0,0,0,1
9995,298.8,308.4,1604,29.5,14,0,0,0,0,0,0,2
7750,300.4,311.7,1444,51.2,174,0,0,0,0,0,0,1
4096,301.9,310.4,1370,51.7,153,1,0,1,0,0,0,1
4802,303.5,312.4,1318,54.2,177,0,0,0,0,0,0,2
5589,302.5,311.9,1298,57.5,57,0,0,0,0,0,0,2
3556,301.9,310.8,1735,31.5,66,0,0,0,0,0,0,1
354,297.6,308.3,1658,34.3,59,0,0,0,0,0,0,1
1276,298.2,309.4,1693,34.4,73,0,0,0,0,0,0,2
8304,298.7,310.1,1506,50.7,53,0,0,0,0,0,0,2
8178,299.7,311.2,1352,52.1,176,0,0,0,0,0,0,1
6804,301.0,310.6,1588,33.7,114,0,0,0,0,0,0,1
9026,297.5,308.4,1685,28.1,15,0,0,0,0,0,0,2
238,297.9,308.1,1393,50.3,193,0,0,0,0,0,0,1
2105,299.3,309.1,1495,44.0,55,0,0,0,0,0,0,1
5459,303.1,312.5,1453,49.1,140,0,0,0,0,0,0,1
6209,300.7,310.6,1407,40.5,87,0,0,0,0,0,0,1
1556,298.4,308.5,1398,47.1,122,0,0,0,0,0,0,3
778,296.7,308.0,1580,32.2,39,0,0,0,0,0,0,1
7632,300.5,311.6,1744,26.8,94,0,0,0,0,0,0,1
2889,300.7,309.7,1523,38.2,73,0,0,0,0,0,0,2
3872,302.7,311.9,1389,46.5,15,0,0,0,0,0,0,1
3096,299.9,309.2,1560,38.9,180,0,0,0,0,0,0,1
508,297.7,309.3,1893,24.6,15,0,0,0,0,0,0,1
7214,299.9,309.8,1625,41.2,109,0,0,0,0,0,0,2
305,297.8,308.4,2129,19.2,148,0,0,0,0,0,0,1
7944,300.8,311.7,1414,49.0,10,0,0,0,0,0,0,1
6159,301.0,311.0,1399,58.0,190,1,0,0,0,1,0,1
8318,298.7,309.7,1565,39.3,94,0,0,0,0,0,0,3
2920,300.7,309.7,1598,33.7,149,0,0,0,0,0,0,1
4914,303.5,312.3,1532,41.7,32,0,0,0,0,0,0,2
9383,297.5,308.1,1548,38.2,117,0,0,0,0,0,0,3
6210,300.8,310.5,1434,44.5,89,0,0,0,0,0,0,1
6251,300.8,310.2,1598,36.5,195,0,0,0,0,0,0,2
2651,299.9,309.5,2008,20.4,165,0,0,0,0,0,0,1
9085,297.1,307.9,1365,54.0,174,0,0,0,0,0,0,3
1144,297.0,307.9,1296,69.1,153,1,0,0,1,0,0,1
3033,300.6,309.7,1934,22.8,15,0,0,0,0,0,0,2
8281,298.9,310.6,1519,38.8,213,0,0,0,0,0,0,3
838,296.6,307.4,1406,41.5,189,0,0,0,0,0,0,3
8219,299.0,310.4,1504,34.3,48,0,0,0,0,0,0,1
5942,300.7,310.7,1450,43.4,80,0,0,0,0,0,0,1
8858,297.8,308.9,1506,33.5,26,0,0,0,0,0,0,1
8821,297.4,308.7,1623,33.8,127,0,0,0,0,0,0,3
151,298.4,308.2,1463,37.6,188,0,0,0,0,0,0,2
8381,298.8,310.0,1530,38.3,53,0,0,0,0,0,0,3
3986,302.2,311.3,1577,29.8,112,0,0,0,0,0,0,2
5574,302.4,312.0,1305,49.1,16,0,0,0,0,0,0,1
3667,302.3,311.6,1665,34.3,139,0,0,0,0,0,0,1
9836,298.4,309.3,1390,53.6,5,0,0,0,0,0,0,2
7826,299.8,311.1,1300,64.2,165,0,0,0,0,0,0,1
4630,302.9,311.2,1751,23.8,196,0,0,0,0,0,0,1
7170,300.3,310.2,1442,39.5,4,0,0,0,0,0,0,2
2210,299.7,309.2,1401,54.1,118,0,0,0,0,0,0,1
1245,297.1,308.4,1588,33.4,204,0,0,0,0,0,0,2
6824,300.9,310.7,1740,25.3,164,0,0,0,0,0,0,1
6563,301.5,310.7,1942,20.5,155,0,0,0,0,0,0,1
150,298.4,308.3,1422,42.7,186,0,0,0,0,0,0,1
3777,302.4,311.1,1721,30.1,210,0,0,0,0,0,0,2
4969,303.9,312.7,1528,38.4,177,0,0,0,0,0,0,1
2720,299.6,309.2,1559,39.1,110,0,0,0,0,0,0,1
2634,300.0,309.7,1554,32.0,117,0,0,0,0,0,0,1
8874,298.1,309.3,1443,45.3,70,0,0,0,0,0,0,1
4569,302.8,310.9,1636,35.0,38,0,0,0,0,0,0,1
7959,301.0,312.1,1585,32.3,50,0,0,0,0,0,0,1
6315,301.0,310.4,1517,46.1,145,0,0,0,0,0,0,2
6025,300.7,311.0,1336,53.3,68,0,0,0,0,0,0,1
533,297.5,309.3,1675,29.8,72,0,0,0,0,0,0,1
6620,301.6,310.7,1791,23.8,81,0,0,0,0,0,0,2
9386,297.5,308.0,2033,16.7,128,0,0,0,0,0,0,2
2857,300.4,309.2,1528,37.2,228,0,0,0,0,0,0,2
8998,297.1,308.0,1467,42.8,169,0,0,0,0,0,0,1
6887,300.8,311.3,1782,26.9,116,0,0,0,0,0,0,1
6695,301.7,311.0,1311,55.8,39,0,0,0,0,0,0,2
8191,299.6,310.9,1630,29.8,206,0,0,0,0,0,0,2
4220,301.9,310.6,1260,65.9,29,0,0,0,0,0,0,2
9835,298.4,309.3,1545,36.9,3,0,0,0,0,0,0,1
7002,300.5,310.6,1411,47.2,201,0,0,0,0,0,0,3
4526,302.4,310.4,1521,38.5,142,0,0,0,0,0,0,1
3801,302.2,310.9,1771,27.6,54,0,0,0,0,0,0,2
7245,300.0,310.1,1477,34.6,195,0,0,0,0,0,0,1
6705,301.5,310.6,1382,58.1,67,0,0,0,0,0,0,2
5742,302.3,311.7,1414,47.0,11,0,0,0,0,0,0,1
2538,299.1,308.8,1429,50.1,84,0,0,0,0,0,0,1
8225,299.1,310.5,1532,36.6,62,0,0,0,0,0,0,1
7799,300.0,311.4,1374,41.9,96,0,0,0,0,0,0,1
894,295.6,306.2,1426,48.6,124,0,0,0,0,0,0,1
9977,298.6,308.3,1422,40.4,179,0,0,0,0,0,0,1
8815,297.3,308.5,1435,55.0,104,0,0,0,0,0,0,3
7939,300.8,311.8,1417,43.4,223,0,0,0,0,0,0,1
5975,300.5,310.7,1654,28.6,161,0,0,0,0,0,0,3
9964,298.3,307.9,1766,26.5,145,0,0,0,0,0,0,1
3311,301.3,310.4,1459,44.7,92,0,0,0,0,0,0,1
5157,304.1,313.3,1397,49.6,34,0,0,0,0,0,0,3
693,297.7,309.1,1477,38.3,60,0,0,0,0,0,0,1
3389,301.5,310.7,1416,53.2,69,0,0,0,0,0,0,2
7351,299.7,310.2,1458,43.4,28,0,0,0,0,0,0,1
592,297.5,309.5,1668,27.9,240,0,0,0,0,0,0,3
3138,300.4,309.9,1376,43.5,74,0,0,0,0,0,0,1
9904,298.6,309.1,1537,35.7,198,0,0,0,0,0,0,1
1915,298.0,307.7,1492,38.7,202,0,0,0,0,0,0,1
7049,300.6,310.4,1494,47.3,118,0,0,0,0,0,0,1
8174,299.9,311.3,1371,52.3,167,0,0,0,0,0,0,1
9990,298.8,308.5,1527,36.2,3,0,0,0,0,0,0,1
9372,297.7,308.4,1487,41.4,84,0,0,0,0,0,0,1
9414,298.1,308.6,1354,53.9,207,1,0,0,0,1,0,1
5926,300.2,310.1,1440,51.1,41,0,0,0,0,0,0,1
6490,300.7,309.9,1383,44.5,176,0,0,0,0,0,0,1
833,296.6,307.4,1616,28.0,175,0,0,0,0,0,0,1
1362,298.6,310.0,1517,41.2,64,0,0,0,0,0,0,1
7384,299.7,310.4,1614,36.2,108,0,0,0,0,0,0,1
6570,301.4,310.6,1634,31.1,171,0,0,0,0,0,0,1
4476,302.6,310.4,1415,52.1,12,0,0,0,0,0,0,1
6243,301.0,310.4,2204,16.6,175,0,0,0,0,0,0,1
791,296.8,307.9,1611,35.4,72,0,0,0,0,0,0,1
5251,303.4,312.9,1307,54.3,68,0,0,0,0,0,0,2
3194,300.0,309.0,1454,51.7,2,0,0,0,0,0,0,1
8739,297.4,308.7,1429,37.6,118,0,0,0,0,0,0,3
3636,302.2,311.4,1449,46.5,60,0,0,0,0,0,0,1
9299,298.1,308.9,1335,50.4,110,0,0,0,0,0,0,2
9706,299.0,310.1,1705,30.1,84,0,0,0,0,0,0,2
1985,298.1,307.7,1537,40.8,169,0,0,0,0,0,0,1
846,296.4,307.4,1416,50.0,210,0,0,0,0,0,0,2
3463,301.6,310.5,1809,25.5,40,0,0,0,0,0,0,1
8445,298.6,310.0,1541,36.9,12,0,0,0,0,0,0,2
6455,300.7,310.1,1565,40.2,81,0,0,0,0,0,0,1
7744,300.4,311.7,1314,59.5,160,0,0,0,0,0,0,1
8401,298.5,309.4,1671,31.8,108,0,0,0,0,0,0,3
5453,303.0,312.6,1451,42.1,125,0,0,0,0,0,0,1
8019,301.0,312.1,1675,30.7,200,0,0,0,0,0,0,1
3877,302.6,311.7,1471,48.3,25,0,0,0,0,0,0,3
6530,301.3,310.6,1605,32.5,59,0,0,0,0,0,0,3
6891,300.9,311.5,1505,41.1,129,0,0,0,0,0,0,1
9412,298.0,308.5,1702,26.7,203,0,0,0,0,0,0,1
6744,301.7,311.0,1298,58.1,168,0,0,0,0,0,0,2
318,297.8,308.4,1512,39.9,181,0,0,0,0,0,0,1
6061,301.1,311.1,1618,29.5,160,0,0,0,0,0,0,3
3635,302.1,311.2,1616,35.1,57,0,0,0,0,0,0,2
4980,303.7,312.8,1685,31.8,203,0,0,0,0,0,0,2
