,PM2.5,PM10,NO,NO2,NOx,NH3,CO,SO2,O3,Benzene,Toluene,Xylene,AQI_Bucket
90340,71.4,105.67,5.53,2.32,5.25,10.53,1.29,9.57,45.58,2.16,9.74,2.62,Moderate
90341,66.59,102.61,5.42,2.79,5.41,10.52,0.88,12.42,50.4,1.66,9.28,1.5,Moderate
90342,63.02,100.47,5.39,2.87,5.41,10.43,1.12,13.48,67.0,1.98,7.74,2.26,Moderate
90343,65.15,108.77,5.18,2.67,5.17,10.47,1.09,11.36,68.5,2.03,8.28,2.11,Moderate
90344,64.14,101.26,5.22,2.73,5.23,10.44,1.07,13.56,97.38,2.18,9.65,1.86,Moderate
90345,65.54,107.05,5.38,2.82,5.38,10.47,1.19,11.68,75.81,2.15,7.76,1.57,Moderate
90346,65.83,103.49,5.31,3.01,5.43,10.33,1.4,11.28,69.73,2.59,13.45,4.06,Moderate
90347,61.89,99.88,4.96,2.78,5.04,10.43,1.0,15.09,73.03,2.13,13.1,3.22,Moderate
90348,64.06,98.54,5.23,2.89,5.3,10.44,0.84,10.77,99.21,1.55,6.91,1.14,Poor
90349,60.43,104.73,5.2,2.7,5.19,10.4,0.67,11.61,89.95,0.61,1.62,0.28,Moderate
90350,67.69,93.52,5.11,2.89,5.22,10.42,1.01,11.02,99.88,0.1,0.2,0.1,Moderate
90353,52.72,79.94,5.26,2.64,5.21,10.42,0.58,11.86,52.55,0.86,5.37,0.28,Moderate
90354,74.02,102.17,5.38,2.46,5.21,10.51,1.11,13.67,0.1,1.79,8.13,0.86,Moderate
90378,63.04,102.95,4.78,2.77,4.92,10.39,0.88,3.32,55.75,1.27,4.56,1.49,Moderate
90379,60.61,100.33,5.1,2.69,5.11,10.3,0.97,5.28,41.23,1.89,6.93,2.77,Moderate
90380,37.69,98.59,4.91,2.78,5.01,10.28,0.52,4.65,34.23,1.51,4.64,1.64,Satisfactory
90381,38.18,72.15,4.83,2.73,4.93,9.8,1.06,5.76,25.62,0.69,2.52,0.75,Satisfactory
90382,46.94,121.88,5.45,2.7,5.37,10.49,0.97,4.3,38.06,0.1,0.2,0.1,Satisfactory
90383,44.05,107.06,5.19,2.68,5.17,10.47,1.1,4.27,26.51,0.1,0.2,0.1,Satisfactory
90384,43.02,91.3,5.36,2.5,5.22,10.57,1.19,3.24,24.7,2.73,11.29,3.7,Satisfactory
90385,58.24,113.67,5.53,2.84,5.51,10.49,1.27,6.51,31.29,2.51,13.92,3.79,Satisfactory
90386,57.51,94.0,5.58,2.66,5.44,10.53,1.64,9.47,34.69,3.69,21.36,5.39,Moderate
90387,63.0,95.54,5.26,2.91,5.34,10.47,1.19,11.17,41.0,2.33,13.33,4.52,Moderate
90388,65.48,107.3,5.12,2.91,5.24,10.46,0.7,8.06,47.89,1.78,6.92,2.13,Moderate
90389,50.02,95.03,5.12,2.68,5.13,10.42,0.72,7.8,47.56,1.18,6.03,1.11,Satisfactory
90390,54.91,101.93,5.13,2.57,5.07,10.48,0.9,5.49,46.73,1.35,7.39,1.38,Satisfactory
90391,50.22,96.82,5.26,2.63,5.2,10.4,0.91,6.43,34.36,1.49,16.96,1.49,Satisfactory
90392,26.61,80.62,5.04,2.69,5.06,10.31,0.89,5.04,25.97,1.35,5.44,1.75,Satisfactory
90393,33.62,91.18,5.09,2.93,5.23,10.32,0.66,5.57,24.69,1.61,7.16,2.41,Satisfactory
90394,28.8,93.99,5.19,2.63,5.15,10.39,0.93,4.94,30.72,1.4,7.1,1.64,Satisfactory
90395,37.77,86.74,5.19,2.56,5.11,10.29,0.82,4.69,35.87,1.44,5.08,1.64,Satisfactory
90396,46.28,98.72,5.38,2.63,5.29,10.26,1.13,4.13,42.99,1.72,8.48,1.94,Satisfactory
90397,47.59,88.76,5.23,2.9,5.29,10.21,1.02,7.67,50.02,1.66,8.42,2.02,Satisfactory
90398,60.86,99.76,5.17,2.84,5.23,10.27,1.14,5.18,47.26,1.76,8.44,4.21,Satisfactory
90399,63.78,105.71,5.13,2.88,5.22,10.37,1.18,5.69,47.36,1.67,8.38,4.46,Moderate
90400,40.45,96.52,5.07,3.2,5.34,10.16,0.85,4.93,40.9,1.41,5.49,1.65,Satisfactory
90401,33.75,85.11,5.41,2.53,5.27,10.3,0.7,4.97,41.02,1.29,4.89,1.36,Satisfactory
90402,39.32,75.47,5.27,2.7,5.24,10.33,0.63,4.9,40.7,1.23,5.81,4.08,Satisfactory
90403,47.33,86.52,5.13,2.75,5.17,10.29,1.0,4.4,45.27,1.56,6.01,2.72,Satisfactory
90404,58.74,98.21,5.44,2.83,5.41,10.27,1.19,3.99,30.57,2.26,10.75,5.53,Moderate
90405,58.69,96.69,5.14,2.91,5.25,10.31,1.11,5.12,37.17,2.05,11.92,3.02,Satisfactory
90406,60.2,109.62,5.18,2.93,5.29,10.33,0.86,5.67,40.93,2.12,8.92,2.6,Moderate
90408,61.99,96.78,5.37,2.94,5.43,10.26,0.84,5.33,55.97,1.37,5.81,2.69,Moderate
90409,47.77,87.46,4.97,2.87,5.1,10.29,0.83,3.64,33.58,1.26,5.38,3.51,Satisfactory
90410,45.95,83.28,5.34,2.71,5.31,10.11,0.72,4.16,40.04,1.04,4.38,1.29,Satisfactory
90413,52.53,91.79,4.46,2.57,4.54,9.14,1.01,4.48,45.44,1.19,5.25,1.36,Satisfactory
90414,65.12,98.55,5.36,2.69,5.31,10.32,1.37,6.6,36.69,2.36,12.1,3.37,Moderate
90415,56.19,105.42,5.62,3.0,5.66,10.22,1.66,9.28,28.03,2.99,15.19,5.6,Moderate
90416,57.46,103.22,5.72,2.78,5.62,10.4,1.57,12.29,44.45,3.13,21.4,5.59,Moderate
90417,64.76,101.33,5.67,2.89,5.62,10.39,1.49,13.33,42.22,3.17,16.34,5.94,Moderate
90418,73.83,105.96,5.4,2.78,5.38,10.31,0.74,9.06,61.6,1.64,7.32,2.62,Moderate
90419,72.33,104.01,5.16,2.74,5.17,10.34,0.97,11.55,61.96,1.5,8.96,1.83,Moderate
90420,56.55,106.24,5.14,2.82,5.21,10.35,0.82,5.86,53.9,1.62,6.37,2.2,Moderate
90421,66.33,108.55,5.37,2.54,5.23,10.29,0.98,5.58,70.89,1.46,5.24,1.52,Moderate
90422,62.47,111.27,5.57,2.67,5.45,10.31,1.04,7.1,62.87,1.24,4.77,1.58,Moderate
90423,56.16,101.14,5.42,2.74,5.36,10.12,0.93,4.86,56.85,1.56,5.26,1.54,Moderate
90424,52.64,95.45,5.34,2.73,5.3,10.16,0.93,5.87,50.72,1.47,6.32,1.26,Satisfactory
90425,42.73,89.56,5.27,2.75,5.28,10.31,0.78,5.99,45.71,1.16,5.21,1.2,Satisfactory
90426,57.12,99.89,5.3,2.53,5.18,10.47,1.02,7.23,51.3,1.5,8.37,4.38,Moderate
90429,53.14,104.14,6.83,43.72,26.12,28.56,1.02,4.97,53.54,1.07,4.26,0.98,Moderate
90430,52.68,116.28,5.74,40.15,23.78,26.16,1.04,5.92,52.01,1.24,5.54,1.26,Moderate
90431,54.82,114.32,8.78,48.0,29.9,22.29,0.94,6.38,35.94,1.25,5.89,2.5,Moderate
90432,40.82,96.54,6.15,43.99,26.01,22.34,0.64,6.3,49.12,1.23,5.68,1.62,Moderate
90433,31.29,84.57,6.38,35.89,22.25,20.01,0.8,4.86,49.04,0.99,4.56,3.37,Satisfactory
90434,31.88,70.0,7.2,32.42,21.16,19.59,0.87,4.28,37.51,0.89,3.84,1.31,Satisfactory
90435,28.04,75.69,6.76,34.6,21.91,17.59,0.82,6.37,40.03,0.88,5.14,1.29,Satisfactory
90436,45.12,100.44,7.86,40.99,25.8,18.48,0.98,4.1,42.81,1.19,5.46,2.02,Satisfactory
90437,48.38,87.94,7.68,42.31,26.36,19.29,0.83,8.28,39.4,1.09,7.2,1.34,Moderate
90438,56.33,98.92,10.81,41.77,27.88,22.54,1.18,8.88,41.47,1.38,8.53,1.8,Satisfactory
90439,62.25,109.42,10.03,48.35,31.04,25.98,1.19,6.24,44.75,1.78,6.68,2.59,Moderate
90440,55.04,102.11,4.57,31.95,18.98,23.21,0.74,5.73,56.91,1.0,3.81,1.32,Moderate
90441,49.25,96.84,3.94,27.38,16.25,21.43,0.77,3.38,56.79,0.69,3.47,0.6,Satisfactory
90442,49.9,95.59,3.79,27.56,16.27,21.25,1.04,7.9,60.92,0.7,3.36,0.76,Satisfactory
90443,52.32,108.24,7.94,40.4,25.6,22.27,1.07,8.0,46.71,1.3,5.14,1.61,Satisfactory
90444,39.11,78.68,8.83,38.76,25.5,20.13,0.94,7.51,33.97,1.13,6.46,1.59,Satisfactory
90445,43.82,93.9,9.21,42.05,26.94,22.38,0.98,7.26,33.53,1.13,5.27,1.79,Satisfactory
90446,45.19,87.02,5.37,40.04,23.53,23.69,1.08,4.14,44.66,1.18,5.23,1.64,Satisfactory
90447,41.99,103.25,11.78,41.0,28.75,22.04,1.06,6.03,40.99,1.16,6.37,1.79,Satisfactory
90448,26.0,93.08,4.34,21.79,13.84,18.78,0.6,8.13,58.17,0.6,3.36,0.39,Moderate
90451,59.35,109.0,11.61,53.36,34.65,34.24,0.02,15.07,37.29,1.09,4.9,1.74,Moderate
90452,54.96,108.3,15.31,54.31,37.87,38.48,0.02,3.4,26.4,0.98,4.79,1.35,Moderate
90453,43.06,89.26,13.76,54.35,36.73,31.97,0.02,3.71,30.96,0.73,3.99,0.73,Satisfactory
90454,39.49,85.11,10.63,46.73,30.68,33.59,0.02,6.12,31.32,0.6,3.98,0.52,Satisfactory
90455,28.54,76.71,5.01,42.12,24.28,33.19,0.02,6.42,50.85,0.48,3.04,0.49,Satisfactory
90456,44.78,107.77,7.56,43.82,26.99,29.73,0.02,5.39,46.75,0.92,5.29,1.09,Satisfactory
90457,35.05,84.02,4.47,38.19,21.96,23.99,0.02,5.31,60.0,0.33,1.4,0.24,Satisfactory
90458,40.86,87.52,8.45,50.17,30.76,30.58,0.02,3.45,42.72,0.72,3.99,0.6,Satisfactory
90459,27.78,56.02,6.05,31.07,19.66,44.38,0.02,3.96,51.68,0.3,1.62,0.26,Satisfactory
90460,29.11,60.54,6.93,38.85,24.09,28.44,0.41,10.01,42.48,0.54,2.24,0.38,Satisfactory
90461,35.53,66.45,12.62,62.86,39.13,48.05,1.0,1.05,34.83,0.55,0.98,0.21,Satisfactory
90462,51.11,94.11,20.98,79.7,53.76,59.64,1.11,0.1,37.59,0.6,0.21,0.1,Satisfactory
90463,31.03,50.94,23.47,69.21,50.08,78.57,0.9,0.1,45.8,0.25,0.27,0.1,Satisfactory
90465,28.33,56.0,11.9,61.2,28.58,34.26,0.82,6.44,45.65,0.56,4.18,1.49,Satisfactory
90466,46.98,81.89,15.67,60.21,41.0,31.42,1.25,3.64,29.4,1.0,8.61,1.78,Satisfactory
90467,48.32,96.09,11.1,61.77,38.34,30.83,1.05,6.58,41.23,0.59,4.98,0.53,Satisfactory
90468,47.0,82.71,6.18,55.97,31.91,29.29,0.93,5.07,44.49,0.48,3.96,0.47,Satisfactory
90469,44.72,90.98,5.84,54.06,30.68,30.57,0.9,6.37,52.17,0.44,2.54,0.42,Satisfactory
90470,27.66,65.19,7.55,37.65,23.97,28.73,0.79,4.21,33.31,0.54,2.83,0.53,Satisfactory
90471,25.66,73.3,11.44,43.65,29.79,27.59,0.79,3.19,30.9,0.41,2.55,0.55,Satisfactory
90472,20.35,66.3,8.46,43.74,26.73,31.26,0.76,10.28,26.08,0.37,1.93,0.67,Satisfactory
90473,27.84,72.39,8.17,44.53,27.79,29.08,0.88,4.81,28.94,0.43,2.49,0.41,Satisfactory
90474,27.75,68.51,5.54,35.57,21.44,26.92,0.63,7.79,30.46,0.23,1.86,0.18,Satisfactory
90475,23.58,53.7,11.64,28.01,22.25,39.66,0.51,3.05,44.06,0.26,0.75,0.15,Satisfactory
90476,22.32,71.8,4.58,28.54,17.29,34.21,0.4,7.14,25.73,0.11,0.32,0.1,Satisfactory
90477,26.73,87.0,6.31,31.66,20.11,22.35,0.64,5.31,23.1,0.55,3.04,0.75,Satisfactory
90478,20.14,66.12,5.64,28.81,18.27,20.06,0.49,3.53,23.58,0.12,0.34,0.11,Satisfactory
90479,25.16,72.51,6.66,32.32,20.68,20.42,0.61,4.22,24.79,0.18,0.76,0.16,Satisfactory
90480,23.43,67.89,7.43,31.56,20.91,20.86,0.57,5.16,22.44,0.22,2.23,0.27,Satisfactory
90481,14.11,44.45,5.08,27.21,16.95,21.38,0.42,3.72,26.96,0.12,0.58,0.11,Satisfactory
90482,19.69,57.84,4.48,24.7,15.36,18.67,0.43,4.32,34.99,0.12,0.47,0.1,Satisfactory
90483,17.95,63.82,4.63,27.75,16.96,19.2,0.51,4.78,33.64,0.16,0.66,0.13,Satisfactory
90484,20.03,76.71,4.88,29.54,18.03,18.94,0.51,4.7,33.73,0.48,2.56,0.05,Satisfactory
90977,70.28,101.19,27.36,30.0,38.83,10.09,1.16,9.38,68.6,3.03,15.97,0.53,Moderate
90978,73.11,112.64,20.74,27.89,31.66,9.96,0.83,6.82,78.94,4.69,24.84,24.46,Moderate
90979,38.07,71.05,13.06,25.89,24.35,12.83,0.54,5.94,46.99,2.58,13.36,2.36,Moderate
90980,28.53,58.43,24.06,37.29,39.39,30.43,0.62,10.97,62.24,7.6,28.57,10.52,Satisfactory
90981,48.65,55.66,18.6,33.59,32.96,12.32,0.87,24.34,54.79,2.21,12.98,0.37,Satisfactory
90982,38.54,58.4,13.92,24.12,24.1,13.63,0.6,8.51,68.26,2.43,11.95,0.68,Moderate
90983,28.93,47.82,26.29,24.98,34.64,14.16,0.52,8.73,72.21,3.92,18.98,1.51,Moderate
90984,28.54,54.88,7.49,24.07,18.24,13.89,0.49,3.2,53.43,4.45,26.03,2.68,Moderate
90985,41.74,69.1,13.72,26.83,25.42,15.3,0.61,4.2,54.35,6.84,36.23,4.95,Moderate
90986,21.4,41.21,8.79,20.3,17.9,14.41,0.47,2.38,79.55,1.13,6.36,0.16,Moderate
90987,33.49,60.55,10.87,25.4,22.31,15.62,0.57,2.37,64.2,1.02,8.42,0.0,Moderate
90988,35.27,60.97,19.15,23.2,27.85,14.8,0.52,2.57,59.23,0.75,8.76,0.0,Satisfactory
90990,72.18,133.53,9.92,36.5,27.49,18.18,0.89,11.19,67.21,1.97,13.95,0.4,Moderate
90991,70.59,139.39,14.57,34.82,29.61,19.48,0.63,4.82,57.6,10.01,61.83,4.88,Moderate
90992,99.22,155.83,8.76,29.13,22.59,15.49,0.52,3.09,80.57,0.66,4.71,0.0,Moderate
90993,83.22,117.79,7.62,19.45,16.5,15.68,0.29,2.0,85.88,0.13,0.85,0.0,Poor
90994,67.79,106.64,7.89,18.2,16.07,16.61,0.37,2.31,83.46,0.38,3.92,0.0,Moderate
90995,65.39,98.82,7.56,17.27,15.3,14.44,0.4,3.29,68.38,0.12,1.12,0.0,Moderate
90996,56.39,86.99,8.5,22.7,18.98,15.3,0.53,5.08,59.54,0.56,2.29,0.0,Moderate
90997,65.5,101.2,8.4,24.49,9.1,18.01,0.24,5.24,44.1,0.18,1.66,0.0,Moderate
91002,70.46,147.82,14.32,25.47,25.16,23.42,0.7,7.7,58.83,1.76,7.73,0.11,Moderate
91004,66.89,131.15,18.41,45.79,38.25,18.2,0.83,10.62,60.78,3.29,31.02,0.83,Moderate
91005,72.96,143.7,27.35,51.95,49.82,20.77,1.27,14.47,63.52,6.16,52.44,3.0,Moderate
91006,70.29,122.77,14.71,47.4,37.13,21.86,1.16,11.13,64.69,3.29,27.05,0.4,Moderate
91007,66.68,117.08,15.86,48.45,38.63,19.98,1.01,11.16,55.92,2.67,14.62,0.72,Moderate
91008,57.27,106.14,21.46,43.93,40.76,20.13,0.77,10.84,56.76,2.03,14.17,0.48,Moderate
91009,39.71,81.98,18.79,39.79,36.4,18.85,0.69,9.63,59.19,0.9,4.99,0.04,Moderate
91010,34.46,75.73,12.61,42.32,32.77,15.26,0.69,10.14,55.93,2.2,5.69,0.2,Satisfactory
91011,37.36,85.0,19.47,44.38,39.39,15.53,0.72,9.05,52.54,1.76,5.31,0.81,Satisfactory
91012,42.54,89.55,15.08,43.17,35.1,17.13,0.66,10.03,67.13,1.84,5.54,0.26,Moderate
91013,43.38,87.84,13.91,42.4,32.55,15.56,0.66,9.72,65.97,1.64,9.35,0.11,Moderate
91014,50.09,97.74,15.29,40.7,34.03,19.48,0.63,11.78,63.72,1.68,11.44,0.36,Satisfactory
91015,69.77,123.98,12.11,52.09,37.49,20.13,0.73,16.33,76.83,1.16,5.94,0.0,Moderate
91016,65.3,116.99,14.69,44.77,35.7,22.76,0.8,14.69,61.68,1.38,6.63,0.02,Moderate
91017,55.85,103.68,11.4,34.77,26.88,23.01,0.7,12.15,77.58,1.04,4.7,0.26,Moderate
91018,61.74,123.71,7.91,38.53,25.72,28.55,0.95,12.89,58.03,1.01,4.94,0.0,Moderate
91019,50.17,105.96,15.21,62.63,42.75,41.61,0.63,8.96,65.5,0.59,1.9,0.0,Moderate
91020,33.74,79.98,30.35,69.81,61.67,45.0,0.46,6.37,65.48,1.35,6.19,0.02,Moderate
91021,33.77,74.3,9.65,36.82,27.4,18.33,0.53,7.03,58.68,1.13,5.59,0.0,Satisfactory
91022,36.33,86.69,13.76,43.74,34.43,17.88,0.7,10.22,55.61,1.55,5.56,1.2,Satisfactory
91023,41.85,87.11,16.32,48.3,38.92,26.36,0.74,7.98,59.67,8.39,48.35,2.69,Moderate
91024,57.37,128.92,1.36,54.65,25.31,19.22,1.49,13.93,63.68,39.58,135.9,44.97,Satisfactory
91025,49.85,103.27,1.59,48.6,26.86,22.02,0.82,8.88,51.06,12.12,42.44,17.24,Moderate
91026,49.6,91.38,1.4,41.89,23.31,21.52,0.45,4.12,54.28,2.06,8.2,0.1,Satisfactory
91028,76.74,145.47,1.52,44.0,24.42,26.44,0.74,6.92,86.05,1.71,4.98,0.0,Moderate
91029,77.74,156.38,1.47,52.74,31.78,22.63,0.82,10.76,87.13,1.74,5.68,0.57,Moderate
91030,75.98,146.32,1.24,43.4,15.22,21.77,0.89,9.32,76.01,2.82,5.02,0.06,Moderate
91031,79.4,157.21,0.69,64.15,18.88,0.27,0.99,10.58,68.88,3.75,10.79,0.18,Moderate
91032,75.44,161.76,1.1,64.3,35.05,0.34,1.02,11.69,60.01,3.84,33.07,0.08,Moderate
91033,73.46,142.16,1.23,58.94,30.53,0.97,0.76,12.86,65.99,1.99,5.28,0.03,Moderate
91034,71.59,145.4,10.5,43.17,29.68,7.98,0.84,15.7,62.03,2.15,5.81,0.11,Moderate
91035,76.45,153.7,5.12,34.52,22.52,16.63,0.81,13.56,64.82,2.84,6.33,0.06,Moderate
91036,76.24,145.47,4.77,32.07,20.93,15.06,0.79,13.05,77.05,7.56,22.13,6.73,Moderate
91037,75.27,150.99,5.13,36.9,23.8,13.72,0.96,13.57,66.65,4.62,15.84,1.25,Moderate
91038,79.65,146.85,3.87,33.09,20.74,15.09,0.88,12.13,71.5,3.32,9.58,0.45,Moderate
91039,63.98,120.57,3.76,25.44,16.58,14.35,0.85,8.18,70.98,4.46,9.69,0.46,Moderate
91040,57.88,104.94,4.08,24.22,16.2,13.66,0.63,7.54,62.21,4.48,15.58,2.1,Moderate
91041,80.66,151.12,5.26,37.19,24.07,14.31,1.14,12.95,58.32,9.09,30.91,4.68,Moderate
91042,77.26,167.35,3.2,41.81,24.84,15.06,1.15,16.51,51.31,9.22,31.78,8.43,Moderate
91043,73.18,162.05,3.82,41.15,24.99,13.87,1.03,18.92,57.82,11.29,39.23,11.39,Moderate
91044,61.94,146.9,6.08,39.44,25.92,12.0,0.92,16.72,37.14,3.91,39.53,0.63,Moderate
91045,71.93,151.62,14.17,46.61,36.31,14.36,1.36,16.31,54.8,9.96,36.32,3.97,Moderate
91046,75.45,166.18,8.57,48.3,32.66,19.48,1.39,16.82,49.99,11.06,74.56,3.68,Moderate
91047,74.14,162.11,6.88,43.51,28.74,21.38,1.14,12.83,49.27,7.96,27.67,2.42,Moderate
91055,79.45,142.73,37.47,63.6,64.3,21.08,1.84,20.8,45.31,3.2,0.0,0.0,Moderate
91056,80.03,164.88,36.16,77.26,70.49,28.52,1.85,15.63,56.83,4.67,6.15,0.06,Moderate
91057,78.37,177.65,29.18,86.79,69.89,32.75,1.81,10.51,48.22,2.68,16.61,0.12,Moderate
91058,78.85,178.45,24.02,85.45,64.98,32.43,1.72,7.84,45.54,1.92,14.64,0.02,Moderate
91059,75.9,177.3,12.93,72.83,49.25,33.8,1.39,1.75,35.82,1.7,5.98,0.0,Moderate
91067,75.75,153.84,10.74,69.96,36.47,20.84,1.06,7.48,57.83,1.25,4.81,1.57,Moderate
91068,79.78,162.8,12.99,54.32,39.46,26.37,1.19,6.79,60.53,3.23,20.6,14.71,Moderate
91069,79.25,172.76,14.09,59.3,43.0,27.12,1.33,14.74,53.54,2.11,9.58,16.92,Moderate
91070,80.43,171.68,13.83,58.99,42.64,27.44,1.36,7.61,53.04,1.55,7.15,2.06,Moderate
91071,76.77,168.54,17.74,58.02,45.29,28.45,1.45,6.23,49.97,7.72,49.07,17.34,Moderate
91072,77.38,167.23,13.22,58.12,41.66,21.73,1.28,6.47,48.45,2.96,25.65,5.56,Moderate
91073,77.84,166.26,12.59,57.67,40.91,22.1,1.25,6.66,48.97,0.93,3.58,0.53,Moderate
91074,79.84,174.03,12.97,59.06,41.97,25.13,0.98,6.61,57.56,0.95,4.02,0.57,Moderate
91075,79.46,172.41,15.44,60.0,44.46,25.47,1.18,8.79,53.88,1.05,4.16,0.68,Moderate
91076,77.45,171.97,15.0,60.62,44.44,25.84,1.37,7.05,56.56,3.91,23.74,4.98,Moderate
91077,78.92,178.51,18.04,62.5,47.91,27.31,1.59,11.57,58.16,3.73,20.09,3.92,Moderate
91078,78.06,176.34,38.04,68.03,67.12,25.11,2.26,13.99,45.17,3.65,34.53,3.49,Moderate
91079,79.84,174.34,33.9,63.55,61.37,27.22,2.24,8.32,47.53,3.6,27.6,3.6,Moderate
91080,74.44,142.56,10.82,52.36,36.65,24.42,1.1,3.78,46.73,1.77,14.51,2.27,Moderate
91081,76.19,155.66,14.13,52.49,39.4,26.4,1.23,8.75,45.22,8.97,78.45,54.98,Moderate
91082,72.88,149.78,10.57,47.55,33.89,21.89,1.14,5.49,48.25,4.93,33.61,10.78,Moderate
91083,71.12,150.62,15.23,52.29,40.2,25.72,0.99,7.02,40.61,8.17,66.89,20.72,Moderate
91084,68.16,154.98,21.77,54.99,46.94,25.32,1.34,7.29,39.33,7.66,88.23,13.12,Moderate
91085,71.76,157.22,17.05,56.34,43.83,26.15,1.09,5.08,40.53,11.26,80.55,29.49,Moderate
91086,75.96,157.58,17.0,57.6,44.46,27.55,1.38,3.62,37.61,5.76,59.17,12.49,Moderate
91087,74.3,148.53,10.1,53.92,36.89,25.29,0.96,2.03,43.66,4.98,43.89,13.04,Moderate
91088,65.16,136.12,9.86,52.56,35.96,23.05,0.82,1.31,43.73,5.58,39.83,14.31,Moderate
91089,74.21,145.1,10.67,49.27,34.89,23.82,0.79,2.64,41.58,3.44,27.14,6.67,Moderate
91090,74.17,165.55,18.32,55.75,44.55,23.81,1.16,5.46,41.28,5.55,80.68,8.39,Moderate
91091,75.09,170.45,22.36,60.89,50.57,22.36,1.18,7.53,38.72,10.13,93.39,23.31,Moderate
91092,73.73,163.45,15.75,60.56,45.02,23.59,1.24,5.54,38.67,9.04,83.59,25.08,Moderate
91093,70.88,145.83,14.6,59.88,43.72,23.74,0.94,3.81,37.95,5.45,46.59,17.3,Moderate
91094,72.92,144.11,13.52,55.99,40.77,23.2,0.87,3.24,40.47,4.98,36.95,10.02,Moderate
91095,68.02,163.45,18.28,55.67,44.46,22.83,1.12,4.94,35.84,10.06,69.84,19.32,Moderate
91096,65.53,160.64,22.97,63.33,58.94,23.94,1.61,8.25,33.8,13.55,128.76,32.28,Moderate
91097,60.55,146.23,28.69,68.23,59.62,26.42,1.27,11.48,31.27,9.94,113.27,13.1,Moderate
91098,58.96,141.69,24.97,73.14,59.2,27.51,1.25,11.87,32.26,17.5,159.51,36.27,Moderate
91099,47.11,122.25,15.06,71.44,50.24,27.64,0.92,7.55,35.62,15.09,137.28,40.96,Moderate
91100,44.28,112.12,11.98,71.2,47.62,25.39,0.8,8.46,37.68,13.51,128.83,31.01,Moderate
91101,43.19,117.62,11.82,68.45,46.02,26.97,0.8,7.7,42.48,2.1,10.49,0.69,Moderate
91102,44.06,137.54,27.28,67.71,58.18,28.39,0.94,7.77,31.64,14.45,184.04,10.99,Moderate
91103,65.82,159.07,37.29,80.71,73.24,29.69,1.25,10.17,31.62,19.9,112.6,19.36,Moderate
91104,44.1,103.15,15.69,60.44,44.84,30.47,0.71,6.48,34.4,1.28,14.64,0.4,Moderate
91105,52.34,119.77,20.16,61.82,49.25,32.7,0.97,8.1,37.52,2.6,29.05,0.86,Moderate
91110,55.09,111.69,10.1,60.3,40.28,24.46,1.08,7.16,40.14,3.55,28.57,4.92,Moderate
91111,61.43,133.17,16.23,68.53,49.64,23.73,1.29,8.39,35.6,2.16,13.0,2.19,Moderate
91112,59.48,132.18,19.33,70.72,53.34,25.67,1.25,9.05,32.84,4.2,29.18,3.39,Moderate
91113,63.1,146.47,26.75,80.64,64.65,25.72,1.59,13.15,33.19,0.0,45.88,8.2,Moderate
91114,63.27,136.29,21.52,77.16,58.53,27.42,1.47,8.24,33.89,0.0,40.11,5.11,Moderate
91115,50.32,114.39,11.02,63.55,42.76,27.68,1.09,5.86,39.76,0.0,10.42,2.25,Moderate
91116,57.65,122.18,11.42,65.46,44.11,29.89,1.09,6.22,37.36,0.0,27.04,3.29,Moderate
91117,64.75,138.72,14.4,65.46,46.53,31.4,1.24,7.57,37.07,1.51,48.51,6.37,Moderate
91118,65.27,137.71,14.18,61.99,44.5,27.07,1.21,8.36,37.51,2.07,15.49,1.18,Moderate
91119,57.76,129.79,12.63,60.8,42.61,25.5,1.21,6.66,38.0,1.96,10.31,0.88,Moderate
91120,48.35,121.71,15.18,61.84,45.24,23.51,1.06,7.19,33.09,1.23,6.57,0.65,Moderate
91121,47.68,115.5,21.27,65.85,52.32,24.21,1.17,5.61,25.05,0.88,7.04,0.71,Moderate
91122,61.94,139.19,23.94,68.71,56.01,26.02,1.45,6.82,27.7,1.85,10.47,0.89,Moderate
91123,62.26,140.21,21.68,72.98,56.45,30.07,1.58,9.71,32.53,1.69,10.68,1.23,Moderate
91124,70.01,159.7,30.92,75.49,65.29,34.3,1.81,10.58,33.95,1.77,14.14,0.77,Moderate
91125,60.68,133.41,18.16,71.78,52.95,31.88,1.38,6.71,30.28,2.18,18.09,1.34,Moderate
91126,57.66,124.3,12.14,69.99,47.1,30.72,1.3,6.49,32.98,1.12,11.49,0.91,Moderate
91127,50.75,108.68,7.29,54.8,35.08,28.83,1.05,5.59,42.18,0.63,4.1,0.37,Moderate
91128,61.42,130.82,16.21,67.78,49.24,30.1,1.3,6.97,34.71,1.03,10.08,0.55,Moderate
91129,52.61,124.58,13.24,65.34,45.52,28.95,1.14,6.43,32.81,1.41,7.29,0.68,Moderate
91130,49.74,108.92,9.33,62.07,40.6,30.95,1.04,6.06,36.86,1.14,6.44,0.55,Moderate
91131,48.67,114.47,11.47,68.94,46.21,29.28,1.02,5.26,33.78,1.4,9.27,2.14,Moderate
91132,58.21,127.92,15.44,68.74,49.12,28.51,1.22,8.11,29.68,1.7,8.67,0.6,Moderate
91133,56.03,128.46,10.71,63.64,42.55,27.81,1.11,6.17,36.05,0.5,2.46,0.26,Moderate
91134,69.45,144.22,9.89,66.22,43.27,29.95,1.34,7.19,34.94,0.89,4.06,0.28,Moderate
91135,55.9,124.77,5.06,62.92,37.58,26.09,1.15,6.66,36.46,0.5,1.96,0.16,Moderate
